   94.00	   35.00
   64.00	   50.00
   62.00	   38.00
   87.00	   54.00
   71.00	   23.00
   76.00	   35.00
   69.00	   39.00
   80.00	   44.00
   62.00	   33.00
   78.00	   22.00
   72.00	   22.00
   74.00	   44.00
   62.00	   47.00
   73.00	   51.00
   72.00	   56.00
   84.00	   33.00
   80.00	   45.00
   80.00	   54.00
   88.00	   40.00
   67.00	   50.00
   92.00	   32.00
   90.00	   46.00
   67.00	   36.00
   72.00	   46.00
   74.00	   53.00
   72.00	   34.00
   78.00	   46.00
   74.00	   49.00
   79.00	   50.00
   67.00	   49.00
   78.00	   59.00
   78.00	   52.00
   73.00	   32.00
   87.00	   55.00
   65.00	   42.00
   68.00	   43.00
   74.00	   47.00
   81.00	   33.00
   73.00	   57.00
   89.00	   26.00
   80.00	   36.00
   66.00	   37.00
   76.00	   27.00
   63.00	   34.00
   92.00	   39.00
   86.00	   52.00
   66.00	   47.00
   93.00	   49.00
   72.00	   54.00
   73.00	   32.00
   88.00	   50.00
   80.00	   52.00
   78.00	   36.00
   71.00	   40.00
   62.00	   44.00
   89.00	   42.00
   62.00	   33.00
   64.00	   41.00
   86.00	   30.00
   65.00	   43.00
   80.00	   26.00
   73.00	   58.00
   86.00	   37.00
   70.00	   24.00
   67.00	   42.00
   62.00	   40.00
   74.00	   33.00
   96.00	   38.00
   61.00	   36.00
   60.00	   40.00
   71.00	   37.00
   62.00	   34.00
   85.00	   43.00
   78.00	   23.00
   78.00	   25.00
   74.00	   56.00
   78.00	   43.00
   87.00	   42.00
   87.00	   39.00
   64.00	   29.00
   92.00	   49.00
   80.00	   33.00
   83.00	   36.00
   63.00	   47.00
   87.00	   49.00
   70.00	   46.00
   96.00	   40.00
   86.00	   46.00
   67.00	   36.00
   68.00	   41.00
   70.00	   33.00
   91.00	   40.00
   77.00	   40.00
   74.00	   39.00
   81.00	   42.00
   90.00	   23.00
   93.00	   30.00
   80.00	   23.00
   80.00	   36.00
   73.00	   30.00
   71.00	   43.00
   74.00	   35.00
   88.00	   25.00
   68.00	   43.00
   93.00	   55.00
   83.00	   47.00
   95.00	   51.00
   83.00	   54.00
   90.00	   47.00
   82.00	   36.00
   82.00	   31.00
   74.00	   50.00
   72.00	   50.00
   80.00	   25.00
   72.00	   37.00
   64.00	   33.00
   74.00	   23.00
   70.00	   43.00
   77.00	   42.00
   71.00	   26.00
   74.00	   33.00
   68.00	   30.00
   92.00	   46.00
   72.00	   58.00
   69.00	   34.00
   91.00	   54.00
   90.00	   26.00
   81.00	   51.00
   80.00	   34.00
   91.00	   34.00
   80.00	   39.00
   80.00	   56.00
   88.00	   32.00
   75.00	   45.00
   87.00	   51.00
   77.00	   55.00
   67.00	   55.00
   64.00	   49.00
   74.00	   50.00
   81.00	   37.00
   66.00	   49.00
   87.00	   36.00
   61.00	   39.00
   81.00	   49.00
   75.00	   36.00
   64.00	   52.00
   92.00	   32.00
   78.00	   50.00
   80.00	   58.00
   73.00	   26.00
   67.00	   49.00
   64.00	   36.00
   87.00	   46.00
   65.00	   40.00
   90.00	   51.00
   71.00	   41.00
   90.00	   46.00
   85.00	   41.00
   67.00	   47.00
   93.00	   39.00
   79.00	   35.00
   76.00	   42.00
   74.00	   34.00
   70.00	   55.00
   68.00	   38.00
   61.00	   43.00
   69.00	   27.00
   70.00	   49.00
   87.00	   49.00
   87.00	   54.00
   81.00	   37.00
   93.00	   26.00
   79.00	   26.00
   70.00	   54.00
   75.00	   35.00
   79.00	   40.00
   74.00	   58.00
   78.00	   54.00
   74.00	   36.00
   76.00	   54.00
   87.00	   30.00
   64.00	   30.00
   67.00	   51.00
   76.00	   45.00
   82.00	   50.00
   74.00	   52.00
   79.00	   21.00
   67.00	   46.00
   70.00	   35.00
   95.00	   37.00
