   41.00	   33.00
   35.00	   23.00
   41.00	   23.00
   40.00	   20.00
   31.00	   43.00
   42.00	   25.00
   33.00	   19.00
   30.00	   31.00
   33.00	   23.00
   28.00	   39.00
   32.00	   40.00
   36.00	   21.00
   35.00	   31.00
   20.00	   20.00
   38.00	   28.00
   34.00	   25.00
   42.00	   36.00
   43.00	   33.00
   30.00	   17.00
   33.00	   38.00
   17.00	   36.00
   39.00	   25.00
   28.00	   41.00
   37.00	   39.00
   35.00	   20.00
   23.00	   36.00
   35.00	   28.00
   23.00	   41.00
   24.00	   23.00
   21.00	   40.00
   39.00	   42.00
   39.00	   30.00
   29.00	   35.00
   24.00	   36.00
   30.00	   26.00
   39.00	   34.00
   37.00	   42.00
   30.00	   15.00
   25.00	   28.00
   30.00	   32.00
   27.00	   22.00
   44.00	   31.00
   23.00	   30.00
   30.00	   42.00
   32.00	   30.00
   32.00	   39.00
   29.00	   28.00
   26.00	   42.00
   33.00	   26.00
   33.00	   33.00
   40.00	   34.00
   33.00	   20.00
   42.00	   27.00
   39.00	   30.00
   31.00	   42.00
   39.00	   36.00
   33.00	   25.00
   26.00	   17.00
   30.00	   35.00
   31.00	   38.00
   28.00	   18.00
   21.00	   28.00
   30.00	   42.00
   24.00	   31.00
   25.00	   44.00
   26.00	   36.00
   30.00	   23.00
   30.00	   37.00
   37.00	   40.00
   28.00	   34.00
   37.00	   31.00
   42.00	   30.00
   42.00	   38.00
   35.00	   26.00
   32.00	   33.00
   40.00	   19.00
   19.00	   33.00
   20.00	   28.00
   26.00	   17.00
   33.00	   17.00
   20.00	   36.00
   36.00	   20.00
   36.00	   39.00
   27.00	   30.00
   36.00	   23.00
   31.00	   36.00
   32.00	   21.00
   33.00	   25.00
   25.00	   26.00
   36.00	   41.00
   39.00	   40.00
   36.00	   17.00
   20.00	   31.00
   36.00	   20.00
   36.00	   30.00
   30.00	   41.00
   22.00	   31.00
   23.00	   20.00
   33.00	   23.00
   24.00	   34.00
   36.00	   17.00
   20.00	   26.00
   24.00	   26.00
   34.00	   20.00
   39.00	   32.00
   42.00	   39.00
   20.00	   33.00
   43.00	   24.00
   40.00	   33.00
   30.00	   33.00
   41.00	   31.00
   33.00	   37.00
   23.00	   26.00
   17.00	   30.00
   40.00	   32.00
   41.00	   28.00
   27.00	   40.00
   34.00	   29.00
   29.00	   44.00
   39.00	   18.00
   28.00	   25.00
   23.00	   23.00
   34.00	   29.00
   28.00	   20.00
   36.00	   18.00
   17.00	   23.00
   27.00	   20.00
   30.00	   31.00
   29.00	   42.00
   27.00	   39.00
   39.00	   36.00
   31.00	   35.00
   30.00	   30.00
   25.00	   22.00
   27.00	   39.00
   41.00	   37.00
   30.00	   19.00
   36.00	   33.00
   31.00	   19.00
   33.00	   23.00
   26.00	   20.00
   29.00	   16.00
   18.00	   24.00
   23.00	   30.00
   35.00	   38.00
   17.00	   33.00
   33.00	   30.00
   18.00	   22.00
   32.00	   26.00
   35.00	   36.00
   36.00	   26.00
   31.00	   28.00
   28.00	   24.00
   41.00	   28.00
   27.00	   29.00
   33.00	   24.00
   23.00	   17.00
   22.00	   36.00
   30.00	   25.00
   23.00	   33.00
   26.00	   23.00
   26.00	   30.00
   26.00	   40.00
   20.00	   23.00
   28.00	   17.00
   39.00	   33.00
   33.00	   17.00
   25.00	   21.00
   26.00	   44.00
   36.00	   39.00
   36.00	   42.00
   18.00	   31.00
   42.00	   26.00
   30.00	   36.00
   36.00	   38.00
   36.00	   27.00
   31.00	   36.00
   22.00	   28.00
   27.00	   16.00
   25.00	   16.00
   34.00	   30.00
   20.00	   38.00
   21.00	   38.00
   24.00	   41.00
   38.00	   18.00
   39.00	   30.00
   17.00	   26.00
   25.00	   42.00
   35.00	   43.00
   25.00	   31.00
   38.00	   32.00
   39.00	   26.00
   27.00	   40.00
   20.00	   30.00
   17.00	   24.00
   31.00	   34.00
   22.00	   41.00
   25.00	   24.00
   31.00	   37.00
   26.00	   21.00
   27.00	   39.00
   19.00	   33.00
   39.00	   39.00
   37.00	   22.00
   38.00	   32.00
   20.00	   20.00
   21.00	   41.00
   18.00	   37.00
   39.00	   37.00
   26.00	   39.00
   23.00	   36.00
   42.00	   38.00
   27.00	   21.00
   27.00	   31.00
   34.00	   24.00
   24.00	   32.00
   24.00	   42.00
   42.00	   23.00
   32.00	   20.00
   45.00	   30.00
   43.00	   35.00
   26.00	   41.00
   32.00	   22.00
   35.00	   39.00
   41.00	   29.00
   37.00	   41.00
   35.00	   41.00
   36.00	   21.00
   37.00	   34.00
   29.00	   21.00
   21.00	   24.00
   31.00	   25.00
   26.00	   41.00
   24.00	   19.00
   31.00	   20.00
   18.00	   38.00
   20.00	   39.00
   33.00	   36.00
   26.00	   37.00
   32.00	   41.00
   23.00	   19.00
   24.00	   38.00
   41.00	   25.00
   30.00	   31.00
   42.00	   31.00
   31.00	   32.00
   34.00	   24.00
   30.00	   20.00
   30.00	   34.00
   22.00	   38.00
   30.00	   39.00
   32.00	   40.00
   41.00	   22.00
   30.00	   18.00
   39.00	   23.00
   39.00	   20.00
   39.00	   35.00
   41.00	   39.00
   28.00	   23.00
   26.00	   25.00
   23.00	   42.00
   29.00	   30.00
   26.00	   20.00
   30.00	   33.00
   23.00	   39.00
   36.00	   41.00
   35.00	   27.00
   24.00	   20.00
   24.00	   30.00
   40.00	   39.00
   20.00	   19.00
   40.00	   38.00
   30.00	   23.00
   20.00	   31.00
   37.00	   41.00
   26.00	   33.00
   26.00	   30.00
   31.00	   17.00
   31.00	   38.00
   41.00	   39.00
   25.00	   31.00
   25.00	   37.00
   26.00	   22.00
   22.00	   31.00
   21.00	   33.00
   33.00	   32.00
   38.00	   25.00
   30.00	   21.00
   33.00	   23.00
   32.00	   30.00
   22.00	   41.00
   20.00	   20.00
   39.00	   35.00
   43.00	   31.00
   41.00	   26.00
   26.00	   26.00
   21.00	   30.00
   31.00	   17.00
   34.00	   32.00
   26.00	   42.00
   24.00	   20.00
   27.00	   33.00
   21.00	   32.00
   42.00	   25.00
   29.00	   24.00
   38.00	   36.00
   41.00	   21.00
   42.00	   33.00
   20.00	   31.00
   38.00	   27.00
   29.00	   35.00
   24.00	   25.00
   29.00	   36.00
   19.00	   20.00
   25.00	   37.00
   23.00	   20.00
   25.00	   36.00
   35.00	   20.00
   20.00	   20.00
   41.00	   36.00
   39.00	   28.00
   36.00	   36.00
   41.00	   25.00
